Price,Link,CPU Name,CPU Lithography,CPU Core,CPU Thread,CPU Cache,CPU Base Clock,CPU Max Clock,CPU Intel,CPU Cache,Base Power,Max Power,CPU Series,RAM,Memory Type,Max DDR Support,Storage,Storage Type,GPU Name,GPU VRAM,IGPU Cloock,GPU Onboard,GPU AMD,GPU NVIDIA,Display Type,Display Size,Display Resolution,Display Frequency,Display Color,OS,Warrant
43990000,https://www.anphatpc.com.vn/laptop-msi-crosshair-17-a12uez-264vn.html,i7-12700H,7,14.0,20.0,24,4.7,4.7,1,24,45,115,7,64GB,DDR4,5.0,1TB,SSD,3060,12,,0,0,1,,17.3 INCH,1920x1080,360HZ,100%SRGB,11,24
19990000,https://www.anphatpc.com.vn/laptop-gigabyte-g5-mf-f2vn313sh.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,64GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,144HZ,45% NTSC,11,24
15990000,https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3530-i5u085w11blu.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,15.6 INCH,1920 X 1080,120HZ,,11,12
27490000,https://www.anphatpc.com.vn/laptop-hp-envy-x360-13-bf0090tu-76b13pa.html,i7-1250U,7,10.0,12.0,12,4.7,4.7,1,12,9,29,7,16GB,LPDDR4,5.0,512GB,SSD,,,,1,0,0,OLED,13.3 INCH,2880 X 1800,,100% DCI-P3,11,12
28390000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-4-21f60081va.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,2240X1400,60HZ,100% SRGB,0,36
30290000,https://www.anphatpc.com.vn/laptop-dell-latitude-5440-l54401355u16512g.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14.0 INCH,1920X1080,,,0,12
13990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-16-x1605va-mb105w-hang-gia-soc.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,16.0-INCH,1920 X 1200,60HZ,45% NTSC,11,24
71990000,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-workstation-7680-71023334.html,i7-13850HX,7,20.0,28.0,30,5.3,5.3,1,30,55,157,7,16GB,,5.0,512GB,SSD,,,,1,0,0,,16 INCH,1920X1200,,,0,36
59990000,https://www.anphatpc.com.vn/laptop-msi-raider-ge68-hx-13vg-048vn.html,i7-13700,7,16.0,24.0,30,1.5,5.1,1,30,65,219,7,64GB,DDR5,5.0,2TB,SSD,4070,12,,0,0,1,IPS,16 INCH,2560 X 1600,240HZ,100% DCI-P3,11,24
21990000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g10-9h8v8pt.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,,45% NTSC,11,12
35990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-gen-1-21bt005tva.html,i7-1260P,7,12.0,16.0,18,4.7,4.7,1,18,28,64,7,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,100% SRGB,0,36
19590000,https://www.anphatpc.com.vn/laptop-acer-aspire-7-a715-76-728x-nh.qgesv.008.html,i7-12650H,7,10.0,16.0,24,4.7,4.7,1,24,45,115,7,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,60HZ,,11,12
34990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-slim-5-16aph8-82y9002yvn.html,Ryzen 7 7840HS,4,8.0,16.0,24,3.8,5.1,0,24,35,54,7,32GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,IPS,16 INCH,2560X1600,165HZ,100% SRGB,11,36
0,https://www.anphatpc.com.vn/laptop-dell-latitude-9530-2-in-1.html,i7-1265U,7,10.0,12.0,12,4.8,4.8,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,,14 INCH,2560X1600,,,11,12
22490000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e16-gen-1-21jn00fgva.html,i7-13700,7,16.0,24.0,30,1.5,5.1,1,30,65,219,7,48GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,45% NTSC,0,24
30390000,https://www.anphatpc.com.vn/laptop-hp-victus-15-fa1089tx-8c5m6pa.html,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,24,45,115,7,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,,45% NTSC,11,12
32990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-4-21f60082va.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,2240X1400,60HZ,100% SRGB,0,36
15990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-16iah8-83bg004evn.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,16GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,,45% NTSC,11,36
0,https://www.anphatpc.com.vn/laptop-dell-latitude-9430.html,i7-1265U,7,10.0,12.0,12,4.8,4.8,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,,14INCH,1920X1200,,,11,12
23990000,https://www.anphatpc.com.vn/laptop-hp-probook-440-g10-9h8u9pt.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,60HZ,45% NTSC,11,12
23990000,https://www.anphatpc.com.vn/laptop-msi-thin-a15-b7ve-023vn.html,Ryzen 5 7535HS,6,6.0,12.0,19,3.3,4.55,0,19,35,54,5,8GB,DDR5,5.0,512GB,SSD,535,4,,0,1,0,IPS,15.6 INCH,1920 X 1080,144HZ,45% NTSC,11,24
22290000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-5-21jk00fsva.html,i7-13700,7,16.0,24.0,30,1.5,5.1,1,30,65,219,7,48GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1200,60HZ,45% NTSC,0,24
23590000,https://www.anphatpc.com.vn/laptop-acer-gaming-nitro-v-anv15-51-53dm-nh.qn9sv.007.html,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,12,45,95,5,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,144HZ,,11,12
35990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-x13-gen-4-21ex006gvn.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,13.3 INCH,1920X1200,60HZ,100% SRGB,11,36
28990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-s-16-oled-s5606ma-mx051w.html,155H,0,16.0,22.0,24,0.9,4.8,1,24,28,115,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,16 INCH,3200 X 2000,120HZ,100% DCI-P3,11,24
36990000,https://www.anphatpc.com.vn/laptop-asus-tuf-gaming-f15-fx507vi-lp088w.html,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,24,45,115,7,16GB,DDR5,5.0,512GB,SSD,4070,12,,0,0,1,IPS,15.6INCH,1920X1080,144HZ,100% SRGB,11,24
68990000,https://www.anphatpc.com.vn/laptop-msi-creator-z16-hx-studio-b13vfto-063vn.html,i7-13700,7,16.0,24.0,30,1.5,5.1,1,30,65,219,7,64GB,DDR5,5.0,2TB,SSD,4060,8,,0,0,1,IPS,16 INCH,2560X1600,120HZ,,11,24
12290000,https://www.anphatpc.com.vn/laptop-acer-aspire-3-a314-42p-r3b3-nx.ksfsv.001-hang-gia-soc.html,Ryzen 7 5700U,7,8.0,16.0,12,1.8,4.3,0,12,10,25,7,16GB,LPDDR4,4.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1200,60HZ,,11,12
39990000,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i5-1235u-16gb-256gb-iris-xe-graphics-13-inch-windows-11-home-green.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,128GB,LPDDR5,5.0,256GB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
33490000,https://www.anphatpc.com.vn/laptop-acer-predator-helios-neo-phn16-71-54cd-nh.qltsv.001.html,i5-13500HX,7,14.0,20.0,24,4.7,4.7,1,24,55,157,5,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,2560 X 1600,165HZ,SRGB 100%,11,12
12990000,https://www.anphatpc.com.vn/laptop-acer-aspire-7-a715-76-57cy-nh.qgesv.004.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,60HZ,,11,12
15990000,https://www.anphatpc.com.vn/laptop-dell-latitude-3540-71021486.html,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,10,15,55,3,8GB,DDR4,5.0,256GB,SSD,540,4,,0,1,0,IPS,15.6INCH,1920X1080,60HZ,,0,12
19790000,https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-16-g6-irl-21kh00c0vn.html,i5-13500H,7,12.0,16.0,18,4.7,4.7,1,18,45,95,5,64GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,100% SRGB,11,24
102990000,https://www.anphatpc.com.vn/laptop-msi-raider-ge78-hx-13vh-076vn.html,i9-13950HX,7,24.0,32.0,36,5.5,5.5,1,36,55,157,9,64GB,DDR5,5.0,4TB,SSD,4080,16,,0,0,1,IPS,17 INCH,2560 X 1600,240HZ,100% DCI-P3,11,24
30390000,https://www.anphatpc.com.vn/laptop-asus-rog-zephyrus-g14-ga402nj-l4056w.html,Ryzen 7 7735HS,6,8.0,16.0,20,3.2,4.75,0,20,35,54,7,24GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1200,144HZ,,11,24
23990000,https://www.anphatpc.com.vn/laptop-hp-envy-x360-13-bf0112tu-7c0n9pa.html,i5-1230U,7,10.0,12.0,12,4.4,4.4,1,12,9,29,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,OLED,13.3 INCH,2880 X 1800,,100% DCI-P3,11,12
15490000,https://www.anphatpc.com.vn/laptop-asus-vivobook-15-x1504va-nj070w.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,15.6 INCH,1920 X 1080,60HZ,45% NTSC,11,24
25790000,https://www.anphatpc.com.vn/laptop-gaming-acer-nitro-5-tiger-an515-58-5935-nh.qlzsv.001.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,144HZ,45% NTSC,11,12
52990000,https://www.anphatpc.com.vn/microsoft-surface-laptop-4-intel-core-i7-1185g7-16gb-512gb-15-inch.html,i7-1185G7,10,4.0,8.0,12,1.2,4.8,1,12,12,28,7,16GB,LPDDR4,4.0,512GB,SSD,,,,1,0,0,,15-INCH,2496 X 1664,,,10,12
16990000,https://www.anphatpc.com.vn/laptop-dell-vostro-3430-71011900.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,14 INCH,1920X1080,,,11,12
19990000,https://www.anphatpc.com.vn/laptop-huawei-matebook-d16.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,16GB,,5.0,512GB,SSD,,,,1,0,0,,16 INCH,1920 X 1080,,100% SRGB,0,12
23690000,https://www.anphatpc.com.vn/laptop-gigabyte-g5-me-51vn263sh.html,i5-12500H,7,12.0,16.0,18,4.5,4.5,1,18,45,95,5,64GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,144HZ,65% SRGB,11,24
25990000,https://www.anphatpc.com.vn/laptop-lenovo-loq-15irh8-82xv000pvn.html,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,12,45,95,5,8GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,144HZ,45% NTSC,11,24
15690000,https://www.anphatpc.com.vn/laptop-asus-vivobook-14-x1404za-nk389w.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,14 INCH,1920 X 1080,60HZ,,11,24
22790000,https://www.anphatpc.com.vn/laptop-hp-pavilion-15-eg3091tu-8c5l2pa.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,,45% NTSC,11,12
10290000,https://www.anphatpc.com.vn/laptop-asus-vivobook-15-x1504va-nj069w.html,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,10,15,55,3,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,15.6 INCH,1920 X 1080,60HZ,45% NTSC,11,24
85990000,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-workstation-7680-71024676.html,i9-13950HX,7,24.0,32.0,36,5.5,5.5,1,36,55,157,9,32GB,,5.0,1TB,SSD,,,,1,0,0,,16 INCH,1920X1200,,,11,36
14990000,https://www.anphatpc.com.vn/laptop-dell-vostro-3530-v5i5267w1.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,LED,15.6 INCH,1920 X 1080,120HZ,,11,12
18990000,https://www.anphatpc.com.vn/laptop-acer-aspire-5-a515-58p-774r-nx.khjsv.005.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,60HZ,,11,12
35990000,https://www.anphatpc.com.vn/laptop-gaming-acer-nitro-16-phoenix-an16-41-r76e-nh.qllsv.004-hang-gia-soc.html,165H,0,16.0,22.0,24,0.9,5.0,1,24,28,115,7,32GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,IPS,16 INCH,2560X1600,165HZ,SRGB 100%,11,12
31990000,https://www.anphatpc.com.vn/laptop-msi-crosshair-15-b12uez-620vn.html,i7-12700H,7,14.0,20.0,24,4.7,4.7,1,24,45,115,7,64GB,DDR4,5.0,1TB,SSD,3060,12,,0,0,1,,15.6INCH,2560 X 1440,165HZ,100%DCI-P3,11,24
55990000,https://www.anphatpc.com.vn/laptop-dell-xps-13-plus-9320-1y0wg.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,13.4 INCH,3456X2160,60HZ,,11,12
23990000,https://www.anphatpc.com.vn/laptop-hp-elitebook-630-g9-6m146pa.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,630,4,,0,1,0,IPS,13.3 INCH,1920 X 1080,,45% NTSC,11,12
28790000,https://www.anphatpc.com.vn/laptop-hp-victus-16-r0129tx-8c5n4pa.html,i7-13700,7,16.0,24.0,30,1.5,5.1,1,30,65,219,7,16GB,DDR5,5.0,512 GB,SSD,,,,1,0,0,IPS,16.1 INCH,1920 X 1080,,45% NTSC,11,12
0,https://www.anphatpc.com.vn/laptop-dell-latitude-5440-42lt544001.html,i5-1345U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,5,16GB,DDR4,5.0,256GB,SSD,,,,1,0,0,IPS,14.0 INCH,1920X1080,,,0,36
32990000,https://www.anphatpc.com.vn/laptop-hp-victus-16-r0127tx-8c5n2pa.html,i7-13700,7,16.0,24.0,30,1.5,5.1,1,30,65,219,7,16GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,IPS,16.1 INCH,1920 X 1080,,45% NTSC,11,12
21990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-l14-gen-4-21h10039va.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,64GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1080,60HZ,45% NTSC,0,24
52490000,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-workstation-3581-71024677.html,i7-13800H,7,14.0,20.0,24,5.2,5.2,1,24,45,115,7,32GB,DDR5,5.0,1TB,SSD,,,,1,0,0,,15.6 INCH,1920 X 1080,,,11,36
13590000,https://www.anphatpc.com.vn/laptop-asus-vivobook-14-x1404va-nk125w.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,LED,14 INCH,1920 X 1080,,45% NTSC,11,12
16390000,https://www.anphatpc.com.vn/laptop-hp-pavilion-x360-14-ek1045tu-80r23pa.html,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,10,15,55,3,8GB,DDR4,5.0,256 GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,12
35990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-4-21f6007tvn.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,2240X1400,60HZ,100% SRGB,11,36
13990000,https://www.anphatpc.com.vn/laptop-msi-modern-15-b12m-628vn.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920x1080,60HZ,45% NTSC,11,24
28990000,https://www.anphatpc.com.vn/microsoft-surface-laptop-4-intel-core-i5-1145g7-8-gb-512gb-13.5-inch_id38783.html,i5-1145G7,10,4.0,8.0,8,1.1,4.4,1,8,12,28,5,8GB,LPDDR4,4.0,512GB,SSD,,,,1,0,0,,13.5-INCH,2256 X 1504,,,10,12
18390000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-14irh8-83el0023vn.html,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,24,45,115,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1080,,,11,24
0,https://www.anphatpc.com.vn/laptop-gigabyte-g5-kf5-53vn353sh.html,i5-13500H,7,12.0,16.0,18,4.7,4.7,1,18,45,95,5,64GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,,15.6 INCH,1920X1080,144HZ,,11,24
20990000,https://www.anphatpc.com.vn/laptop-acer-swift-go-sfg14-72-55hz-nx.krksv.002-hang-gia-soc.html,125H,0,14.0,18.0,18,0.7,4.5,1,18,28,115,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14INCH,2240X1400,55HZ,SRGB 100%,11,12
23490000,https://www.anphatpc.com.vn/laptop-acer-aspire-7-a715-76g-73fm-nh.qmysv.004.html,i7-12650H,7,10.0,16.0,24,4.7,4.7,1,24,45,115,7,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,144HZ,,11,12
23990000,https://www.anphatpc.com.vn/laptop-dell-latitude-5440-71027556.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,IPS,14.0 INCH,1920X1080,,,0,36
38990000,https://www.anphatpc.com.vn/laptop-gaming-acer-nitro-16-phoenix-an16-41-r76e-nh.qllsv.004.html,165H,0,16.0,22.0,24,0.9,5.0,1,24,28,115,7,32GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,IPS,16 INCH,2560X1600,165HZ,SRGB 100%,11,12
0,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i7-1255u-16gb-512gb-iris-xe-graphics-13-inch-windows-11-home-blue.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
32990000,https://www.anphatpc.com.vn/laptop-fujitsu-uh-x-9u13a2-4zr1j37874.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,LPDDR4,5.0,1TB,SSD,,,,1,0,0,,13.3 INCH,1920 X 1080,,,11,24
12390000,https://www.anphatpc.com.vn/laptop-hp-240-g10-9h2d8pt.html,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,10,15,55,3,8GB,DDR4,5.0,256 GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,12
0,https://www.anphatpc.com.vn/laptop-asus-expertbook-b5-b5302cba-eg0084w.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,16GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,13.3INCH,1920 X 1080,,,11,24
15290000,https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3520-n5i5011w1.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,,15.6 INCH,1920 X 1080,,,11,12
47690000,https://www.anphatpc.com.vn/laptop-hp-elite-x360-1040-g10-876d3pa.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16 GB,LPDDR5,5.0,1 TB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1200,,100% SRGB,11,36
29990000,https://www.anphatpc.com.vn/laptop-msi-cyborg-15-ai-a1vek-053vn.html,155H,0,16.0,22.0,24,0.9,4.8,1,24,28,115,7,16GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,144HZ,45% NTSC,11,24
65990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-7-16irx9-83fd004mvn.html,i9-14900HX,7,24.0,32.0,36,1.6,5.8,1,36,55,157,9,32GB,DDR5,5.0,1TB,SSD,4070,12,,0,0,1,IPS,16 INCH,3200X2000,165HZ,100% DCI-P3,11,24
16590000,https://www.anphatpc.com.vn/laptop-dell-latitude-3440-42lt344001.html,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,10,15,55,3,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,60HZ,,0,12
0,https://www.anphatpc.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0101w.html,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,10,15,55,3,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,,15.6INCH,1920 X 1080,60HZ,,11,24
30990000,https://www.anphatpc.com.vn/laptop-dell-latitude-5440-42lt544003.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14.0 INCH,1920X1080,,,0,12
18990000,https://www.anphatpc.com.vn/laptop-asus-expertbook-b1-b1402cva-nk0177w.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,14.0 INCH,1920 X 1080,60HZ,,11,24
14490000,https://www.anphatpc.com.vn/laptop-asus-vivobook-16-x1605va-mb105w.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,16.0-INCH,1920 X 1200,60HZ,45% NTSC,11,24
17990000,https://www.anphatpc.com.vn/laptop-hp-victus-15-fa1155tx-952r1pa.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,32GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,144HZ,45% NTSC,11,12
20990000,https://www.anphatpc.com.vn/laptop-dell-inspiron-t7430-n7430i58w1.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,,14.0INCH,1920 X 1200,,,11,12
21490000,https://www.anphatpc.com.vn/laptop-msi-thin-gf63-12ve-460vn.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,64GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,144HZ,45%NTSC,11,12
17490000,https://www.anphatpc.com.vn/laptop-acer-aspire-5-a515-58p-774r-nx.khjsv.005-hang-gia-soc.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,60HZ,,11,12
21590000,https://www.anphatpc.com.vn/laptop-hp-elitebook-630-g10-9j0b4pt.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16 GB,DDR4,5.0,512 GB,SSD,630,4,,0,1,0,IPS,13.3INCH,1920 X 1080,,45% NTSC,11,12
18590000,https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3530-71014840.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,,15.6-INCH,1920 X 1080,,45% NTSC,11,12
17990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-5-21jk006qva.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1200,60HZ,45% NTSC,0,24
77990000,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-workstation-7680-71024681.html,i7-13850HX,7,20.0,28.0,30,5.3,5.3,1,30,55,157,7,32GB,,5.0,1TB,SSD,,,,1,0,0,,16 INCH,1920X1200,,,11,36
25390000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-l15-gen-4-21h30024va.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,64GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920X1080,60HZ,45% NTSC,0,24
18190000,https://www.anphatpc.com.vn/laptop-hp-pavilion-15-eg3094tu-8c5l5pa.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,,45% NTSC,11,12
35990000,https://www.anphatpc.com.vn/laptop-acer-predator-helios-neo-phn16-71-547e-nh.qlusv.00a-hang-gia-soc.html,i5-13500HX,7,14.0,20.0,24,4.7,4.7,1,24,55,157,5,32GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,IPS,16 INCH,2560X1600,165HZ,SRGB 100%,11,12
