CPU Name,CPU Amount,CPU Warranty,RAM Name,RAM Amount,RAM Warranty,Main Name,Main Amount,Main Warranty,Storage Name,Storage Amount,Storage Warranty,GPU Name,GPU Amount,GPU Warranty,Case Name,Case Amount,Case Warranty,Cooler Name,Cooler Amount,Cooler Warranty,Price,Link,CPU Spec
,0.0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,6449000,https://hacom.vn/hdd-wd-gold-6tb-3-5-inch-sata-3-256mb-cache-7200rpm-wd6003fryz,
Dòng CPU Core i5,1.0,12.0,Chipset Intel H470 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 730,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,13299000,https://hacom.vn/pc-hp-m01-f2033d-i5-12400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-76u01pa, i5
Dòng CPU Core i7,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,17499000,https://hacom.vn/pc-hp-pro-280-g9-tower-i7-12700-8gb-ram-512gb-ssd-wl-bt-k-m-win11-72u97pa, i7
Dòng CPU Core i5,1.0,12.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,13899000,https://hacom.vn/pc-hp-prodesk-400-g9-i5-13500-8gb-ram-256g-ssd-wl-bt-k-m-win11-9h1t2pt, i5
Dòng CPU Celeron,1.0,36.0,Bộ nhớ RAM,1,36.0,,0,0.0,Ổ cứng,1,36.0,Card đồ họa Intel®UHD Graphics 600,1,36.0,Kiểu dáng Case mini,1,36.0,,0,0.0,3899000,https://hacom.vn/pc-asus-pn40-bbc910mv-intel-celeron-j4025-wl-bt-vga-barebone-90ms0186-m000j0,Dòng CPU Celeron
Bộ VXL : Intel Core i3 12100,1.0,36.0,Bộ nhớ Ram : 8GB DRR4,1,36.0,Bo mạch chủ : H610,1,36.0,Ổ cứng : 240GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,7199000,https://hacom.vn/pc-hacom-business-atx-p5-i3-12100-h610-8gb-ram-240gb-ssd, i3 12100
CPU Intel Xeon E5-2683 v4 (Tray),2.0,12.0,Ram Samsung 16GB DDR4-2400 ECC Registered (Cũ đẹp),1,12.0,Mainboard Huananzhi X99-F8D,1,6.0,Ổ cứng SSD Kingston A400 480GB 2.5 inch SATA3 (Đọc 500MB/s - Ghi 450MB/s) - (SA400S37/480G),1,36.0,Card màn hình MSI GTX 1650 D6 VENTUS XS OCV3,1,36.0,Vỏ case KENOO ESPORT EM700- 3F - Đen  (E-ATX/Mid Tower/3 Quạt),1,12.0,Tản nhiệt khí VSP Master T400i,2,,14299000,https://hacom.vn/pc-hacom-render-r12-32c-32gb-ram-gtx-1650,CPU Intel Xeon E5-2683 v4 (Tray)
Dòng CPU Core i7,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng nhỏ,1,12.0,,0,0.0,16999000,https://hacom.vn/pc-hp-280-pro-g9-sff-9h1s8pt-i7-13700-8gb-ram-256gb-ssd-wl-bt-k-m-win-11, i7
CPU Intel® Core™ i7-12700F,1.0,6.0,RAM 8GB DDR4-3200MHz,1,6.0,,0,0.0,Ổ cứng 512GB PCIe®NVMe™,1,6.0,Cổng kêt nối Trước:1 x Card reader1 x USB 3.2 Gen1 Type-C2 x USB 3.2 Gen12 x USB 3.2 Gen21 x headphone/microphone comboSau:4 x USB 2.0 Type-A1 x audio-in1 x audio-out1 x microphone1 x RJ-451 x VGA1 x HDMI-out 1.4b,1,6.0,,0,0.0,,0,0.0,19999000,https://hacom.vn/pc-hp-pavilion-tp01-3017d-6k7h2pa-hang-thanh-ly,™ i7-12700F
CPU: Intel Core i9-10900K,1.0,36.0,RAM: 32GB,1,36.0,,0,0.0,Ổ cứng: 1TB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,34299000,https://hacom.vn/workstation-asus-pro-e500-g6-1090k-038z-i9-10900k-32gb-ram-1tb-ssd-k-m-90sf0181-m004d0, i9-10900K
"Chíp xử lý 
Intel Core i5-1235U (upto 4.4GHz, 12MB, 10 nhân 12 luồng)",1.0,24.0,"Bộ nhớ Ram 
8GB DDR4 SO-DIMM (2 khe, 1 khe 8 GB + 1 khe trống)",1,24.0,,0,0.0,"Ổ đĩa cứng 
512GB M.2 NVMe™ PCIe® 3.0 SSD",1,24.0,"Card đồ họa 
Intel UHD Graphics",1,24.0,,0,0.0,,0,0.0,16299000,https://hacom.vn/pc-asus-all-in-one-a3402wb-i5-1235u-8gb-512g-pcie-23.8-fhd-cam-mic-wifi6-bt5-wl_kb-wl_m-w11h-trang-a3402wbak-wa604w," i5-1235U (upto 4.4GHz, 12MB, 10 nhân 12 luồng)"
,0.0,0.0,,0,0.0,,0,0.0,"Mô tả
 
Chuyển đổi HDD for Server 3.5'' to 2.5''",1,,,0,0.0,,0,0.0,,0,0.0,49000,https://hacom.vn/khay-chuyen-doi-hdd-for-server-ibm-35-to-25,
Dòng CPU Core i3-N300,1.0,12.0,Chipset Integrated in the processor ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,12.0,Card đồ họa VGA onboard,1,12.0,,0,0.0,,0,0.0,12499000,https://hacom.vn/pc-hp-all-in-one-proone-240-g10-8w306pa-i3-n300-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win11, i3-N300
"Chíp xử lý 
Intel Core i5-12500 (lên đến 4.6 GHz với Intel Turbo Boost Technology, 18 MB L3 cache, 6 cores, 12 threads)",1.0,12.0,"Bộ nhớ Ram 
8 GB DDR4-2933 MHz RAM (1 x 8 GB) (x2 Khe cắm)",1,12.0,,0,0.0,"Ổ đĩa cứng 
256GB SSD PCIe NVMe (x1 HDD 3.5"" sata)",1,12.0,"Card đồ họa 
Intel UHD Graphics",1,12.0,,0,0.0,,0,0.0,13399000,https://hacom.vn/pc-hp-280-pro-tower-g9-i5-12500-8gb-ram-256gb-ssd-wl-bt-k-m-win11-9e812pt," i5-12500 (lên đến 4.6 GHz với Intel Turbo Boost Technology, 18 MB L3 cache, 6 cores, 12 threads)"
,0.0,0.0,Loại RAM DDR4,1,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1499000,https://hacom.vn/ram-kingston-ksm32ed8-16hd-16gb-3200mt-s-ddr4-ecc-cl22-udimm-2rx8,
CPU Intel Core i5-13400F,1.0,36.0,Mainboard MSI PRO B760M-A WIFI DDR4,1,36.0,Mainboard MSI PRO B760M-A WIFI DDR4,1,36.0,"Ổ cứng SSD MSI SPATIUM M450 500GB NVMe M.2 2280 PCIe Gen 4 x 4 (Đọc 3600MB/s, Ghi 2300MB/s)",1,60.0,Card màn hình MSI RTX 3050 VENTUS 2X 6G OC,1,36.0,Vỏ Case MSI MAG VAMPIRIC 100L,1,,Bộ 3 fan VITRA RING INFINITY ARGB 3 IN 1 AURA SYNC BLACK (Màu Đen/Sync Main),1,6.0,19499000,https://hacom.vn/pc-hacom-x-msi-i5-13400f-rtx-3050-power-by-msi, i5-13400F
"Bộ vi xử lý (Cpu)
 
Bộ xử lý Intel® Xeon® Gen 32 x Socket P+ (LGA 4189)3rd Gen Intel® Xeon® Scalable Processors Family(270w) UPI (11.2 GT/s)",1.0,36.0,"Bộ nhớ (Ram)
 
Total Slots : 16 (8-channel per CPU)Capacity :Maximum up to 2TBMemory Type :DDR4 3200/2933 RDIMM Intel® Optane™ Persistent MemoryMemory Size : 256GB, 128GB, 64GB, 32GB, 16GB",1,36.0,,0,0.0,"Ổ cứng (Hdd)
 
8 x 2.5"" or 3.5"" Hot-swap Storage Bays (Backplane Supports 8 x SATA/SAS/NVMe Devices*) 1 x M.2 socket (Gen4 x4 link, up to 2280 on-motherboard)",1,36.0,"Card Mạng (Network)
 
2 x Gigabit LAN ports (Intel® I350-AM2)1 x dedicated management port (BMC AST2600)",1,36.0,,0,0.0,,0,0.0,95699000,https://hacom.vn/server-asus-esc4000-e10-wocpu114z-wocpu-wom-wogpu-c621a-wos-woa-won-wom-woncrd-3108i-ap-1600w-2-den-90sf01b3-m00ue0,"Bộ vi xử lý (Cpu)
 
Bộ xử lý Intel® Xeon® Gen 32 x Socket P+ (LGA 4189)3rd Gen Intel® Xeon® Scalable Processors Family(270w) UPI (11.2 GT/s)"
Dòng CPU Core i7,1.0,12.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,,0,0.0,,0,0.0,29999000,https://hacom.vn/pc-hp-eliteone-840-g9-aio-8w8j4pa-i7-13700-16gb-ram-512gb-ssd-23.8-fhd-cam-ung-k-m-win11-bac, i7
CPU Intel Core i7-13700F,1.0,36.0,Ram Corsair Vengeance RGB RS 32GB (2x16GB) DDR4 3600MHz,1,36.0,Mainboard ASUS TUF GAMING Z690-PLUS WIFI D4,1,36.0,SSD Kingston SNV2S 1TB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/1000G),1,36.0,Card màn hình Asus TUF RTX 4070-O12G-GAMING,1,36.0,Case LIAN-LI PC - O11 Dynamic Evo Black (Màu Đen ),1,12.0,Tản nhiệt nước Custom Freezemod Rainbow RGB P3 V3 Kit Black,1,6.0,50599000,https://hacom.vn/hacom-poseidon-i7-13700f-rtx-4070, i7-13700F
"Bộ vi xử lý
 
Intel Core i5 13400 – thế hệ 13 mới nhất",1.0,36.0,"Bộ nhớ trong
 
8GB DDR4 3200Mhz",1,36.0,,0,0.0,"Ổ cứng
 
512GB PCIe NVMe SSD",1,36.0,,0,0.0,,0,0.0,,0,0.0,15599000,https://hacom.vn/pc-dell-vostro-3020sff-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win11-71021410, i5 13400 – thế hệ 13 mới nhất
CPU: Intel Core i3-13100,1.0,36.0,Ram: 8GB,1,36.0,,0,0.0,Ổ cứng: 512GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,9999000,https://hacom.vn/pc-asus-s500se-313100029w-i3-13100-8gb-ram-512gb-ssd-wl-bt-k-m-win-11, i3-13100
CPU Intel Core i3-12100F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB/8) 8GB (1x8GB) DDR4 3200Mhz,1,36.0,Mainboard ASUS Prime H610M-CS D4 (Tray),1,36.0,Ổ cứng SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (SNV2S/250G),1,36.0,Card màn hình Asus PH-GT1030-O2G,1,36.0,Vỏ Case máy tính HACOM BUSINESS  (Mini Tower/Màu Đen/USB 3.0),1,,,0,0.0,8799000,https://hacom.vn/hacom-ares-a7-i3-1200f-h610-8g-ram-gtx-1030-450w, i3-12100F
"CPU Intel Core i5-12400F (Tray, không Fan)",1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB/8) 8GB (1x8GB) DDR4 3200Mhz,1,36.0,Mainboard ASROCK B660M PRO RS,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Gigabyte GTX 1660 Super D6-6GD,1,36.0,Vỏ case KENOO ESPORT AF13 - 3F Black   (Mid Tower / Màu Đen ),1,36.0,"CPU Intel Core i5-12400F (Tray, không Fan)",1,36.0,14699000,https://hacom.vn/hacom-sniper-s29-i5-12400f-gtx-1660s," i5-12400F (Tray, không Fan)"
"CPU
 
Core i5-10210U",1.0,36.0,,0,0.0,,0,0.0,"Trọng lượng
 
700g (bao gồm 2.5"" HDD)",1,36.0,"Cổng kết nối
 
Trước:1 x USB 3.2 Gen2 Type-C (quick charge)1 x USB 3.2 Gen11 x Audio Jack2 x Microphone Array1 x IR receiver1 x Card ReaderSau:1 x USB 3.2 Gen1 Type-C  DP output)2 x USB 3.2 Gen11 x HDMI1 x VGA1 x RJ451 x DC-in",1,36.0,,0,0.0,,0,0.0,8199000,https://hacom.vn/pc-asus-mini-pn62-i5-10210u-wl-bt-hdmi-vga-barebone-pn62s-bb5096mv, i5-10210U
"Bộ vi xử lý Intel® Core™ i5-13500 (up to 4.8 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)",1.0,36.0,RAM 8 GB DDR5-4800 MHz RAM (1 x 8 GB),1,36.0,,0,0.0,Ổ cứng 256 GB PCIe® NVMe™ M.2 SSD,1,36.0,Card đồ họa Intel UHD Graphics 770,1,36.0,,0,0.0,,0,0.0,15199000,https://hacom.vn/pc-hp-elite-mini-800-g9-9h089pt-i5-13500-8gb-ram-256gb-ssd-wl-bt-k-m-win11,"™ i5-13500 (up to 4.8 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)"
Dòng CPU Core i7,1.0,12.0,Chipset Intel H470 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,16999000,https://hacom.vn/pc-hp-pro-280-g9-tower-i7-12700-8gb-ram-256gb-ssd-wl-bt-k-m-win11-72g88pa, i7
CPU: Intel Xeon E-2274,1.0,36.0,RAM: 8GB,1,36.0,,0,0.0,HDD: 1TB,1,36.0,,0,0.0,,0,0.0,,0,0.0,50099000,https://hacom.vn/server-dell-poweredge-t340-xeon-e-2274-8gb-ram-1tb-hdd-dvdrw-perc-h330-idrac9-basic-495w-70214785,CPU: Intel Xeon E-2274
Được trang bị bộ vi xử lý Intel Xeon E-2300-series có hỗ trợ TDP lên tới 95 W,1.0,36.0,Tối đa 2 khe cắm PCIe® 4.0 và 1 khe cắm độc quyền PCIe® 3.0 để tăng băng thông cao hơn,1,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,36599000,https://hacom.vn/server-asus-rs300-e11-2324g053z-e-2324g-16gd4-2tb-7200-c242-2-x-intel-lan-i210-at-350w-r40c-nos-den-90sf01y1-m00bs0,Được trang bị bộ vi xử lý Intel Xeon E-2300-series có hỗ trợ TDP lên tới 95 W
CPU: Intel Core i3 1215U,1.0,24.0,Ram: 8GB,1,24.0,,0,0.0,Ổ cứng: 512GB SSD,1,24.0,,0,0.0,,0,0.0,,0,0.0,14499000,https://hacom.vn/pc-asus-all-in-one-a3202wbak-wa024w-i3-1215u-8gb-ram-512gb-ssd-21.5-inch-full-hd-wl-bt-k-m-win-11-trang, i3 1215U
CPU: Intel Core i5-12400,1.0,24.0,RAM: 8GB,1,24.0,,0,0.0,Ổ Cứng: 512GB SSD,1,24.0,,0,0.0,,0,0.0,,0,0.0,12499000,https://hacom.vn/pc-asus-s501md-512400079w-i5-12400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-90pf0381-m00fh0, i5-12400
,0.0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,3359000,https://hacom.vn/hdd-wd-gold-2tb35sata-3128mb-cache7200rpm-wd2005fbyz,
CPU Intel Core i5-12400F,1.0,36.0,Ram Kingston Fury Beast 8GB (1x8GB) DDR4 3200Mhz,1,36.0,Mainboard Asus PRIME B660M-A D4,1,36.0,SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s),1,36.0,Card màn hình Asus TUF GTX 1660 Super O6G Gaming,1,36.0,Case VITRA CERES V305-M 3FRGB BLACK (Kèm sẵn 3 Fan RGB),1,12.0,Case VITRA CERES V305-M 3FRGB BLACK (Kèm sẵn 3 Fan RGB),1,12.0,15499000,https://hacom.vn/pc-gaming-hacom-shark-s54-i5-12400f-b660-8gb-ram-250gb-ssd-gtx-1660s-550w, i5-12400F
Dòng CPU Pentium,1.0,36.0,Bộ nhớ RAM,1,36.0,,0,0.0,Ổ cứng,1,36.0,Card đồ họa Intel UHD Graphics,1,36.0,Kiểu dáng Case mini,1,36.0,,0,0.0,4799000,https://hacom.vn/pc-mini-asus-pn41-s1-bbp272md-pentium-silver-n6005-intel-ax211-gig-wi-fi-6-bluetooth-5.2-vesa-mount-display-1.4-port,Dòng CPU Pentium
,0.0,0.0,"i3 10105/H510/8GB RAM/240GB SSD
 6.499.000₫",1,36.0,,0,0.0,"i3 10105/H510/8GB RAM/240GB SSD
 6.499.000₫",1,36.0,,0,0.0,,0,0.0,,0,0.0,6999000,https://hacom.vn/pc-hacom-business-mini-p14-i3-10105-h510-8gb-ram-500gb-ssd,
"Bộ vi xử lý
 
13th Gen Intel® Core™ i7-1355U Processor (10 cores) - Max Turbo Frequency: 5.00 GHz",1.0,12.0,"Bộ nhớ trong
 
1 x 16GB DDR4/ 3200MHz (2 slots) - RAM NoteBook",1,12.0,,0,0.0,"Ổ cứng
 
512GB SSD PCIe (M.2 2280)",1,12.0,"Card Reader
 
No",1,12.0,,0,0.0,,0,0.0,20899000,https://hacom.vn/pc-hp-all-in-one-proone-240-g10-8w309pa-i7-1355u-16gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win11,™ i7-1355U Processor (10 cores) - Max Turbo Frequency: 5.00 GHz
Dòng CPU Core i7,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng nhỏ,1,12.0,,0,0.0,16999000,https://hacom.vn/pc-hp-280-pro-g9-sff-i7-12700-8gb-ram-256gssd-wl-bt-k-m-win-11-72k94pa, i7
"Tản Nhiệt
 
Tản nhiệt CPU Corsair Hydro H110i GT 280mm Extreme Performance (LGA 1150, 1155, 1156, 1366, 2011, 2011-3/ AMD FM1, FM2, AM2, AM3)",1.0,,"Bộ Nhớ Trong
 
RAM Avexir Core Series 16GB (2*8GB) DDR4 Bus 2666MHz - 2COR",1,,"Mainboard
 
Mainboard MSI Z170A GAMING M5",1,,"SSD
 
SSD Kingston HyperX Savage 240GB SATA3 6Gb/s 2.5"" (Doc 560MB/s, Ghi 530MB/s) - SHSS37A/240G",1,,"Card Màn Hình
 
VGA MSI GTX 970 GAMING 4G",1,,,0,0.0,"Tản Nhiệt
 
Tản nhiệt CPU Corsair Hydro H110i GT 280mm Extreme Performance (LGA 1150, 1155, 1156, 1366, 2011, 2011-3/ AMD FM1, FM2, AM2, AM3)",1,,23459000,https://hacom.vn/bo-combo-set-gaming-dragon-black-and-red-pro-ii,"Tản Nhiệt
 
Tản nhiệt CPU Corsair Hydro H110i GT 280mm Extreme Performance (LGA 1150, 1155, 1156, 1366, 2011, 2011-3/ AMD FM1, FM2, AM2, AM3)"
"Bộ vi xử lý
 
Intel Core i5 13400 – thế hệ 13 mới nhất",1.0,12.0,"Bộ nhớ trong
 
8GB DDR4 3200Mhz (1*8GB)",1,12.0,,0,0.0,"Ổ cứng
 
256GB PCIe NVMe SSD + 1TB HDD 7200rpm",1,12.0,,0,0.0,,0,0.0,,0,0.0,15399000,https://hacom.vn/pc-dell-inspiron-3020-i5-13400-8gb-ram-256gb-ssd-1tb-hdd-wl-bt-k-m-win11-mti51010w1-8g-256g-1t, i5 13400 – thế hệ 13 mới nhất
CPU: Intel Core i7-12700,1.0,36.0,Ram: 16GB,1,36.0,,0,0.0,Ổ cứng: 256GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,43899000,https://hacom.vn/workstation-dell-precision-3660-tower-i7-12700-16gb-ram-256gb-ssd-1tb-dvdrw-t1000-4gb-k-m-300w-psu-win-11-pro-71010148, i7-12700
Dòng CPU Core i5,1.0,12.0,Chipset   ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM   ['Ổ CỨNG'],1,12.0,Card đồ họa Intel Graphics,1,12.0,,0,0.0,,0,0.0,18599000,https://hacom.vn/pc-hp-all-in-one-22-dd2002d-i5-1235u-8gb-ram-512gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-6k7g1pa, i5
Dòng CPU Core i5,1.0,12.0,Chipset Intel H470 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,12199000,https://hacom.vn/pc-hp-pro-280-g9-tower-i5-12500-8gb-ram-256gb-ssd-wl-bt-k-m-win11-72j49pa, i5
"Bộ vi xử lý
 
Intel® Core™ i3-13100, 4C (4P + 0E) / 8T, P-core 3.4 / 4.5GHz, 12MB",1.0,12.0,"Bộ nhớ trong
 
1x 4GB UDIMM DDR4-3200, Two DDR4 UDIMM slots, dual-channel capable, Up to 64GB DDR4-3200",1,12.0,,0,0.0,"Chuẩn ổ cứng
 
256GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0
Up to two drives, 1x 3.5"" HDD + 1x M.2 SSD • 3.5"" HDD up to 2TB • M.2 SSD up to 1TB",1,12.0,"iGPU
 
Đồ họa tích hợp Intel® UHD 730",1,12.0,,0,0.0,,0,0.0,9999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50t-gen-4-i3-13100-4gb-ram-256gb-ssd-wl-bt-k-m-no-os-12jb001cva,"™ i3-13100, 4C (4P + 0E) / 8T, P-core 3.4 / 4.5GHz, 12MB"
,0.0,0.0,Memory Types DDR4-2933 1.2V SO-DIMM,1,36.0,,0,0.0,Internal Drive Form Factor M.2 SSD,1,36.0,M.2 Card Slot (wireless) 1,1,36.0,,0,0.0,,0,0.0,4299000,https://hacom.vn/bo-mini-pc-asus-intel-nuc-11-essential-nuc11atkc4-celeron-n5105-2xddr4-2933-1xnvme-1x-dp-1xhdmi-90ab1atk-mb3100,
Bộ vi xử lý Apple M1 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU,1.0,12.0,,0,0.0,,0,0.0,Ổ cứng 256GB SSD,1,12.0,Bộ vi xử lý Apple M1 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU,1,12.0,,0,0.0,,0,0.0,22199000,https://hacom.vn/apple-mac-mini-z12n000b8-bac,Bộ vi xử lý Apple M1 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU
"Bộ vi xử lý
 
Intel® Core™ i5-13400, 10C (6P + 4E) / 16T, P-core 2.5 / 4.6GHz, E-core 1.8 / 3.3GHz, 20MB",1.0,12.0,"Bộ nhớ trong
 
1x 8GB UDIMM DDR4-3200, Two DDR4 UDIMM slots, dual-channel capable, Up to 64GB DDR4-3200",1,12.0,,0,0.0,"Chuẩn ổ cứng
 
512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0
Up to two drives, 1x 3.5"" HDD + 1x M.2 SSD • 3.5"" HDD up to 2TB • M.2 SSD up to 1TB",1,12.0,"iGPU
 
Đồ họa tích hợp Intel® UHD 730",1,12.0,,0,0.0,,0,0.0,9999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50t-gen-4-i3-13100-8gb-ram-512gb-ssd-wl-bt-k-m-no-os-12jb001eva,"™ i5-13400, 10C (6P + 4E) / 16T, P-core 2.5 / 4.6GHz, E-core 1.8 / 3.3GHz, 20MB"
"Bộ VXL Intel® Core™ i3-13100T (up to 4.2 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads)",1.0,12.0,Bộ nhớ RAM 4 GB DDR4-3200 MHz RAM (1 x 4 GB) 2 SODIMM,1,12.0,,0,0.0,Ổ cứng 256 GB PCIe® NVMe™ SSD,1,12.0,Card đồ họa Intel UHD Graphics 730,1,12.0,,0,0.0,,0,0.0,10499000,https://hacom.vn/pc-hp-pro-mini-400-g9-9h1u4pt-i3-13100t-4gb-ram-256gb-ssd-wl-bt-k-m-win11,"™ i3-13100T (up to 4.2 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads)"
Bộ VXL : Intel Pentium G6405,1.0,36.0,Bộ nhớ Ram : 8GB DDR4,1,36.0,Bo mạch chủ : H510,1,36.0,Ổ cứng : 240GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,5399000,https://hacom.vn/pc-hacom-business-mini-h22-g6405-h510-8gb-ram-240gb-ssd,Bộ VXL : Intel Pentium G6405
,0.0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,9499000,https://hacom.vn/hdd-wd-gold-10tb-3-5-inch-sata-3-256mb-cache-7200rpm-wd102kryz,
"Bộ vi xử lý
 
Intel® Core™ i7-1260P, 12C (4P + 8E) / 16T, P-core 2.1 / 4.7GHz, E-core 1.5 / 3.4GHz, 18MB",1.0,12.0,"Bộ nhớ trong
 
1x 8GB SO-DIMM DDR4-3200, Two DDR4 SO-DIMM slots, dual-channel capable, Up to 16GB DDR4-3200",1,12.0,,0,0.0,"Chuẩn ổ cứng
 
512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0",1,12.0,"iGPU
 
Integrated Intel® Iris® Xe Graphics Functions as UHD Graphics",1,12.0,,0,0.0,,0,0.0,15499000,https://hacom.vn/pc-lenovo-thinkcentre-aio-neo-30a-24-gen-3-i7-1260p-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win-11-12b000d2vn,"™ i7-1260P, 12C (4P + 8E) / 16T, P-core 2.1 / 4.7GHz, E-core 1.5 / 3.4GHz, 18MB"
,0.0,0.0,24GB GDDR6 Memory with ECC,1,36.0,,0,0.0,,0,0.0,Ampere GPU architecture,1,36.0,,0,0.0,,0,0.0,81099000,https://hacom.vn/card-man-hinh-nvidia-rtx-a4500ada-24gb-gddr6-leadtek,
"Chíp xử lý 
Intel® Core™ i5-12500 (3.00 GHz up to 4.60 GHz, 18MB)",1.0,12.0,"Bộ nhớ Ram 
8GB DDR4 2933MHz (1 x 8GB), 2 khe cắm Ram",1,12.0,,0,0.0,"Ổ đĩa cứng 
512GB SSD PCIe NVMe (x1 HDD 3.5"" sata)",1,12.0,"Card đồ họa 
Intel® UHD Graphics 750",1,12.0,,0,0.0,,0,0.0,13999000,https://hacom.vn/pc-hp-280-pro-g9-sff-i5-12500-8gb-ram-512gssd-wl-bt-k-m-win-11-72k93pa,"™ i5-12500 (3.00 GHz up to 4.60 GHz, 18MB)"
Dòng CPU Core i7,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,16199000,https://hacom.vn/pc-hp-m01-f3005d-i7-13700-8gb-ram-256gb-ssd-wlan-ax-bt-usb-k-m-win11-home-64-dark-black-8c5s1pa, i7
